arabizi,arabic_harakat,arabic_stripped
lahmid,لَهْمِد,لهمد
lahmade,لَهْمَدِة,لهمدة
miltihi,مِلْتَهَي,ملتهي
laahi,لَاهِي,لاهي
lahhaaye,لَهَّايِة,لهاية
malaahi,مَلَاهِي,ملاهي
malha,مَلْهَى,ملهى
2ilhi,اِلْهِي,الهي
lahhi,لَهِّي,لهي
yilhi,يِلْهِي,يلهي
ylahhi,يلَهِّي,يلهي
2iltihi,اِلْتِهِي,التهي
yiltihi,يِلْتِهِي,يلتهي
laha,لَهَى,لهى
lahha,لَهَّى,لهى
2iltaha,اِلْتَهَى,التهى
law,لَوْ,لو
leewa,لَيوَا,ليوا
loola,لَولَا,لولا
liwaa2,لِوَاء,لواء
liwaa2,لِوَاء,لواء
2alwiye,أَلْوِيِة,ألوية
luub,لُوب,لوب
yluub,يلُوب,يلوب
laab,لَاب,لاب
looj,لَوج,لوج
lwaaj,لْوَاج,لواج
loo7a,لَوحَة,لوحة
lawwii7,لَوِّيح,لويح
miltiwi7,مِلْتِوِح,ملتوح
malwuu7,مَلْوُوح,ملووح
loo7,لَوح,لوح
2alwaa7,أَلْوَاح,ألواح
zay loo7il iqzaaz laa tiiz wala bzaaz,زَيّ لَوح القَزَاز لَا طِيز ولَا بْزَاز,زي لوح القزاز لا طيز ولا بزاز
lawwi7,لَوِّح,لوح
2ilwi7,اِلْوِح,الوح
2iltiwi7,اِلْتِوِح,التوح
yiltiwi7,يِلْتِوِح,يلتوح
ylawwi7,يلَوِّح,يلوح
yilwi7,يِلْوِح,يلوح
2iltawa7,إِلْتَوَح,إلتوح
lawwa7,لَوَّح,لوح
lawa7,لَوَح,لوح
mlaawid,مْلَاوِد,ملاود
mlawwid,مْلَوِّد,ملود
laawid,لَاوِد,لاود
lawwid,لَوِّد,لود
ylaawid,يلَاوِد,يلاود
ylawwid,يلَوِّد,يلود
laawad,لَاوَد,لاود
lawwad,لَوَّد,لود
mlawwidh,مْلَوِّذ,ملوذ
malaadh,مَلَاذ,ملاذ
luudh,لُوذ,لوذ
lawwidh,لَوِّذ,لوذ
yluudh,يلُوذ,يلوذ
ylawwidh,يلَوِّذ,يلوذ
laadh,لَاذ,لاذ
lawwadh,لَوَّذ,لوذ
looze,لَوزِة,لوزة
looze,لَوزِة,لوزة
looz,لَوز,لوز
luwaz,لُوَز,لوز
luwazo naazlaat,لُوَزُه نَازْلَات,لوزه نازلات
2ilwadi3 looz,الوَضِع لَوز,الوضع لوز
lweez,لْوَيز,لويز
2imm lweez,إِم لْوَيز,إم لويز
luush,لُوش,لوش
lawwish,لَوِّش,لوش
yluush,يلُوش,يلوش
ylawwish,يلَوِّش,يلوش
lawwash,لَوَّش,لوش
laash,لَاش,لاش
laayis,لَايِص,لايص
bit7uus wubitluus,بِتْحوص وبِتْلوص,بتحوص وبتلوص
ylawwis,لوِّص,لوص
luus,لُوص,لوص
laawis,لَاوِص,لاوص
laas,يلوِّص,يلوص
yluus,يلُوص,يلوص
ylaawis,يلَاوِص,يلاوص
lawwis,لوِّص,لوص
laas,لَاص,لاص
laawas,لَاوَص,لاوص
laayit,لَايِط,لايط
laata,لَاطَة,لاطة
luut,لُوط,لوط
lawwit,لَوِّط,لوط
yluut,يلُوط,يلوط
ylawwit,يلَوِّط,يلوط
lawwat,لَوَّط,لوط
2itlawwat,اِتْلَوَّط,اتلوط
yitlawwat,يِتْلَوَّط,يتلوط
tlawwat,تْلَوَّط,تلوط
laat,لَاط,لاط
loo3a,لَوعَة,لوعة
2itlawwa3,اِتْلَوَّع,اتلوع
yitlawwa3,يِتْلَوَّع,يتلوع
tlawwa3,تْلَوَّع,تلوع
lawwi3,لَوِّع,لوع
ylawwi3,يلَوِّع,يلوع
lawwa3,لَوَّع,لوع
laayif,لَايِف,لايف
luuf,لُوف,لوف
luuf,لُوف,لوف
yluuf,يلُوف,يلوف
laaf,لَاف,لاف
looqa,لَوقَا,لوقا
lawwaaq,لَوَّاق,لواق
2ilwaq,اِلْوَق,الوق
luuq,لُوق,لوق
lawwiq,لَوِّق,لوق
2ilwiq,اِلْوِق,الوق
2itlawwaq,اِتْلَوَّق,اتلوق
laawiq,لَاوِق,لاوق
luuq,لُوق,لوق
yilwiq,يِلْوِق,يلوق
2iltiwiq,اِلْتِوِق,التوق
yiltiwiq,يِلْتِوِق,يلتوق
ylawwiq,يلَوِّق,يلوق
yitlawwaq,يِتْلَوَّق,يتلوق
ylaawiq,يلَاوِق,يلاوق
yluuq,يلُوق,يلوق
lawaq,لَوَق,لوق
2iltawaq,اِلْتَوَق,التوق
lawwaq,لَوَّق,لوق
tlawwaq,تْلَوَّق,تلوق
laawaq,لَاوَق,لاوق
laaq,لَاق,لاق
luukg,لُوك,لوك
yluukg,يلُوك,يلوك
laakg,لَاك,لاك
lawlabi,لَولَبِي,لولبي
mloolib,مْلَولِب,ملولب
lawlab,لَولَب,لولب
2itloolab,اِتْلَولَب,اتلولب
yitloolab,يِتْلَولَب,يتلولب
tloolab,تْلَولَب,تلولب
loolib,لَولِب,لولب
yloolib,يلَولِب,يلولب
loolab,لَولَب,لولب
loolasa,لَولَصَة,لولصة
mloolis,مْلَولِص,ملولص
loolis,لَولِص,لولص
yloolis,يلَولِص,يلولص
loolas,لَولَص,لولص
malaam,مَلَام,ملام
loom,لَوم,لوم
luum,لُوم,لوم
yluum,يلُوم,يلوم
laam,لَام,لام
mlawwan,مْلوَّن,ملون
loon,لَون,لون
2alwaan,أَلْوَان,ألوان
lawwin,لَوِّن,لون
2itlawwan,اِتْلَوَّن,اتلون
ylawwin,يلَوِّن,يلون
yitlawwan,يِتْلَوَّن,يتلون
lawwan,لَوَّن,لون
tlawwan,تْلَوَّن,تلون
laawi,لَاوي,لاوي
2iltiwaa2,اِلْتِوَاء,التواء
laawi buuzo,لَاوي بوزه,لاوي بوزه
lawa buuzo,لَوى بوزُه,لوى بوزه
2inliwi,اِنْلِوِى,انلوى
yinliwi,يِنْلِوِى,ينلوى
2inlawa,اِنْلَوَى,انلوى
2ilwi,اِلْوِي,الوي
2itlawwa,اِتْلَوَّى,اتلوى
yilwi,يِلْوِي,يلوي
2iltiwi,اِلْتِوِي,التوي
yiltiwi,يِلْتِوِي,يلتوي
yitlawwa,يِتْلَوَّى,يتلوى
lawa,لَوَى,لوى
2iltawa,اِلْتَوَى,التوى
tlawwa,تْلَوَّى,تلوى
qalbi min 2il7aamid laawi,قلبي من الحَامِض لَاوِي,قلبي من الحامض لاوي
lii7,لِيح,ليح
ylii7,يلِيح,يليح
laa7,لَاح,لاح
laayikh,لَايِخ,لايخ
ladd,لَادّ,لاد
talyiis,تَلْيِيس,تلييس
2itlayyas,اِتْلَيَّس,اتليس
yitlayyas,يِتْلَيَّس,يتليس
tlayyas,تْلَيَّس,تليس
layyis,ليِّس,ليس
ylayyis,يليِّس,يليس
layyas,لَيَّس,ليس
mlayyas,مْلَيَّس,مليس
laysa,لَيْسَ,ليس
leesta,لَيسْتَه,ليسته
laweesh,لَوَيش,لويش
leesh,لَيش,ليش
3aleesh,عَلَيش,عليش
laleesh,لَلَيش,لليش
leesh,لَيش,ليش
laweesh,لَوَيش,لويش
mlayyis,مْلَيِّص,مليص
laasa,لَاصَة,لاصة
lasa,لَاصَة,لاصة
2itlayyas,اِتْلَيَّص,اتليص
yitlayyas,يِتْلَيَّص,يتليص
tlayyas,تْلَيَّص,تليص
layyis,لَيِّص,ليص
ylayyis,يلَيِّص,يليص
layyas,لَيَّص,ليص
liife,لِيفِة,ليفة
liyaf,لِيَف,ليف
2itlayyaf,اِتْلَيَّف,اتليف
yitlayyaf,يِتْلَيَّف,يتليف
tlayyaf,تْلَيَّف,تليف
layyif,لَيِّف,ليف
ylayyif,يلَيِّف,يليف
layyaf,لَيَّف,ليف
laayiq,لَايِق,لايق
yliiq,يلِيق,يليق
laaq,لَاق,لاق
leele,لَيلِة,ليلة
leel,لَيل,ليل
billeel,بِالَّليل,بالليل
layaali,لَيَالِي,ليالي
nsaas 2illayaali,نْصَاص اللَّيَالِي,نصاص الليالي
layyil,لَيِّل,ليل
ylayyil,يلَيِّل,يليل
layyal,لَيَّل,ليل
mleelikh,مْلَيلِخ,مليلخ
leelikh,لَيلِخ,ليلخ
yleelikh,يْلَيلِخ,يليلخ
leelakh,لَيلَخ,ليلخ
leelaki,لَيلَكِي,ليلكي
leelak,لَيلَك,ليلك
laymuuni,لَيْمُونِي,ليموني
laymuun,لَيْمُون,ليمون
laymuun 2abu sfeer,لَيْمُون أَبُو صْفِير,ليمون أبو صفير
layyin,لَيِّن,لين
liyuune,لِيُونِة,ليونة
liin,لِين,لين
liin,لِين,لين
layyin,لَيِّن,لين
yliin,يلين,يلين
ylayyin,يلَيِّن,يلين
laan,لَان,لان
layyan,لَيَّن,لين
liiwaan,لِيوَان,ليوان
liyye,لِيِّة,لية
maa,مَا,ما
maa,مَا,ما
maa,مَا,ما
maalo,مَالُه,ماله
maa,مَا,ما
yaama,يَا مَا,يا ما
matrik,مَاتْرِك,ماترك
maasuura,مَاسُورَة,ماسورة
mawaasirji,مَوَاسِرْجِي,مواسرجي
mawaasirjiyye,مَوَاسِرْجِيِّة,مواسرجية
mawaasiir,موَاسِير,مواسير
mitil 2ilmaasuura,مثل المَاسورة,مثل الماسورة
maasha,مَاشَا,ماشا
mutt,مُتّ,مت
ymutt,يمُتّ,يمت
matt,مَتّ,مت
mitir,مِتِر,متر
2amtaar,أَمْتَار,أمتار
maatoor,مَاتَور,ماتور
2itmattar,اِتْمَتَّر,اتمتر
yitmattar,يِتْمَتَّر,يتمتر
tmattar,تْمَتَّر,تمتر
mattir,مَتِّر,متر
ymattir,يمَتِّر,يمتر
mattar,مَتَّر,متر
mut3a,مُتْعَة,متعة
2amti3a,أَمْتِعَة,أمتعة
2istimtaa3,اِسْتِمْتَاع,استمتاع
mataa3,مَتَاع,متاع
matti3,مَتِّع,متع
2itmatta3,اِتْمَتَّع,اتمتع
2istamti3,اِسْتَمْتِع,استمتع
ymatti3,يمَتِّع,يمتع
yitmatta3,يِتْمَتَّع,يتمتع
yistamti3,يِسْتَمْتِع,يستمتع
matta3,مَتَّع,متع
tmatta3,تْمَتَّع,تمتع
2istamta3,اِسْتَمْتَع,استمتع
tmittiqk2,تْمِتِّق,تمتق
tmittiqk2,تْمَتِّق,تمتق
2itmattaqk2,اِتْمَتَّق,اتمتق
yitmattaqk2,يِتْمَتَّق,يتمتق
tmattaqk2,تْمَتَّق,تمتق
matle,مَتْلِة,متلة
matliik,مَتْلِيك,متليك
matiin,مَتِين,متين
mataane,مَتَانِة,متانة
mutun,مُتْن,متن
mattin,مَتِّن,متن
2imtan,اِمْتَن,امتن
yimtan,يِمْتَن,يمتن
ymattin,يمَتِّن,يمتن
mitin,مِتِن,متن
mattan,مَتَّن,متن
mata,مَتَى,متى
2eemta,أَيمْتَا,أيمتا
2eemat,أَيمَت,أيمت
mata,مَتَى,متى
misil,مِثِل,مثل
masal,مَثَل,مثل
2amsaal,أَمْثَال,أمثال
tamsiil,تَمْثِيل,تمثيل
masiil,مَثِيل,مثيل
2amsile,أَمْثِلِة,أمثلة
misaal,مِثَال,مثال
maasil,مَاثِل,ماثل
ymaasil,يمَاثِل,يماثل
maasal,مَاثَل,ماثل
mumassil,مُمَثِّل,ممثل
tamaasiil,تَمَاثِيل,تماثيل
timsaal,تِمْثَال,تمثال
2itmassal,اِتْمَثَّل,اتمثل
yitmassal,يِتْمَثَّل,يتمثل
tmassal,تْمَثَّل,تمثل
massil,مَثِّل,مثل
ymassil,يمَثِّل,يمثل
massal,مَثَّل,مثل
madjdje,مَجِّة,مجة
midjdj,مِجّ,مج
ymidjdj,يمِجّ,يمج
madjdj,مَجّ,مج
tamjiid,تَمْجِيد,تمجيد
majid,مَجِد,مجد
2amjaad,أَمْجَاد,أمجاد
2akhad maddo,أَخذ مَجْدُه,أخذ مجده
majjid,مَجِّد,مجد
ymajjid,يمَجِّد,يمجد
majjad,مَجَّد,مجد
maajistiir,مَاجِسْتِير,ماجستير
madjqa,مَجْقَة,مجقة
2imdjuq,اِمْجُق,امجق
2itmadjdjaq,اِتْمَجَّق,اتمجق
yimdjuq,يِمْجُق,يمجق
yitmadjdjaq,يِتْمَجَّق,يتمجق
madjaq,مَجَق,مجق
tmadjdjaq,تْمَجَّق,تمجق
m7aara,مْحَارَة,محارة
ma7aar,مَحَار,محار
ma77ir,مَحِّر,محر
yma77ir,يمَحِّر,يمحر
ma77ar,مَحَّر,محر
m7aqq22a,مْحَقَّة,محقة
2im7aq,اِمْحَق,امحق
2inmi7iq,اِنْمِحِق,انمحق
yim7aq,يِمْحَق,يمحق
yinmi7iq,يِنْمِحِق,ينمحق
ma7aq,مَحَق,محق
2inma7aq,اِنْمَحَق,انمحق
2immaa7ake,مْمَاحَكِة,مماحكة
maa7ik,مَاحِك,ماحك
2itma77ak,اِتْمَحَّك,اتمحك
ymaa7ik,يمَاحِك,يماحك
yitma77ak,يِتْمَحَّك,يتمحك
maa7ak,مَاحَك,ماحك
tma77ak,تْمَحَّك,تمحك
ma7il,مَحِل,محل
mam7uun,مَمْحُون,ممحون
mamaa7iin,مَمَاحِين,مماحين
mi7ne,مِحْنِة,محنة
mu7un,مُحُن,محن
2imti7aan,اِمْتِحَان,امتحان
mi7an,مِحَن,محن
2im7in,اِمْحِن,امحن
2imta7in,اِمْتَحِن,امتحن
2imti7in,اِمْتِحِن,امتحن
yim7in,يِمْحِن,يمحن
2inmi7in,اِنْمِحِن,انمحن
yinmi7in,يِنْمِحِن,ينمحن
yimta7in,يِمْتَحِن,يمتحن
yimti7in,يِمْتِحِن,يمتحن
ma7an,مَحَن,محن
2inma7an,اِنْمَحَن,انمحن
2imta7an,اِمْتَحَن,امتحن
ma77aaye,مَحَّايِة,محاية
ma7i,مَحِي,محي
ma7u,مَحُو,محو
ma7u 2ummiyye,مَحُو أُمِّيِّة,محو أمية
2im7i,اِمْحِي,امحي
yim7i,يِمْحِي,يمحي
2inmi7i,اِنْمِحِي,انمحي
yinmi7i,يِنْمِحِي,ينمحي
ma7a,مَحَى,محى
2inma7a,اِنْمَحَى,انمحى
ma77i,مَحِّي,محي
yma77ir,يمَحِّي,يمحي
ma77a,مَحَّى,محى
makhtara,مَخْتَرَة,مخترة
mukhtaar,مُخْتَار,مختار
makhaatiir,مَخَاتِير,مخاتير
makhtir,مَخْتِر,مختر
2itmakhtar,اِتْمَخْتَر,اتمختر
ymakhtir,يمَخْتِر,يمختر
yitmakhtar,يِتْمَخْتَر,يتمختر
makhtar,مَخْتَر,مختر
tmakhtar,تْمَخْتَر,تمختر
mukhkh,مُخّ,مخ
mkhaakh,مْخَاخ,مخاخ
mkhuukh,مْخُوخ,مخوخ
mukhkho khuzuq,مُخُّه خُزُق,مخه خزق
kabbar mukhkho,كَبَّر مُخُّه,كبر مخه
mukhkho kbiir,مُخُّه كْبِير,مخه كبير
mukhkho byuuzin balad,مُخُّه بِيُوزِن بَلَد,مخه بيوزن بلد
mukhkho qundara,مُخُّه قُنْدَرَه,مخه قندره
mukhkho zghiir,مُخُّه صْغِير,مخه صغير
mukhkho ndiif,مُخُّه نْظِيف,مخه نظيف
mukhkho msaddi,مُخُّه مْصَدِّي,مخه مصدي
zaghghar mukhkho,صَغَّر مُخُّه,صغر مخه
7aatit mukhkho min mukhkh,حَاطِط مُخُّه مِن مُخّ,حاطط مخه من مخ
makhuur,مَاخوُر,ماخور
mawaakhiir,مَوَاخِير,مواخير
makhshiir,مَخْشِير,مخشير
makhiid,مَخِيض,مخيض
laban makhiid,لَبَن مَخِيض,لبن مخيض
makhaad,مَخَاض,مخاض
tamkhiit,تَمْخِيط,تمخيط
makhkhit,مَخِّط,مخط
ymakhkhit,يمَخِّط,يمخط
makhkhat,مَخَّط,مخط
makhmikh,مَخْمِخ,مخمخ
ymakhmikh,يمَخْمِخ,يمخمخ
makhmakh,مَخْمَخ,مخمخ
makhiij,مَخِيج,مخيج
makhaayij,مَخَايِج,مخايج
mid7aa,مِدْحَا,مدحا
mid7aa,مِدْحَاة,مدحاة
madi7,مَدِح,مدح
middaa7i,مِدَّاحِي,مداحي
siddaa7i middaa7i,سدَاحي مِدَّاحِي,سداحي مداحي
2imda7,اِمْدَح,امدح
maddi7,مَدِّح,مدح
yimda7,يِمْدَح,يمدح
ymaddi7,يمَدِّح,يمدح
mada7,مَدَح,مدح
madda7,مَدَّح,مدح
mumtadd,مُمْتَدّ,ممتد
maaddi,مَادِّي,مادي
maadid,مَادِد,مادد
mitmaddid,مِتْمَدِّد,متمدد
maadde,مَادِّة,مادة
mudde,مُدِّة,مدة
madd,مَدّ,مد
mduud,مْدُود,مدود
madd,مَدّ,مد
madad,مَدَد,مدد
2imdaad,اِمْدَاد,امداد
mawaad,مَوَاد,مواد
2amiddilli,أَمِدِّ لِي,أمد لي
maadid buuzo,مَادِد بوزُه,مادد بوزه
2inmadd,اِنْمَدّ,انمد
yinmadd,يِنْمَدّ,ينمد
2inmadd,اِنْمَدّ,انمد
midd,مِدّ,مد
maddid,مَدِّد,مدد
madiid,مَدِيد,مديد
midd,مِدّ,مد
2istamidd,اِسْتَمِدّ,استمد
ymidd,يمِدّ,يمد
ymaddid,يمَدِّد,يمدد
2itmaddad,اِتْمَدَّد,اتمدد
2imtadd,اِمْتَدّ,امتد
yitmaddad,يِتْمَدَّد,يتمدد
yimtadd,يِمْتَدّ,يمتد
ymidd,يمِدّ,يمد
yistamidd,يِسْتَمِدّ,يستمد
madd,مَدّ,مد
maddad,مَدَّد,مدد
tmaddad,تْمَدَّد,تمدد
2imtadd,اِمْتَدّ,امتد
2amadd,أَمَدّ,أمد
2istamadd,اِسْتَمَدّ,استمد
midaalye,مِيدَالْيِة,ميدالية
midaaliyye,مِيدَالِيِّة,ميدالية
mdaam,مَدَام,مدام
madani,مَدَنِي,مدني
madiine,مَدِينِة,مدينة
madiine,مَدِينِة,مدينة
mudun,مُدُن,مدن
maddin,مَدِّن,مدن
2itmaddan,اِتْمَدَّن,اتمدن
ymaddin,يمَدِّن,يمدن
yitmaddan,يِتْمَدَّن,يتمدن
maddan,مَدَّن,مدن
tmaddan,تْمَدَّن,تمدن
tamaadi,تَمَادِي,تمادي
mada,مَدَى,مدى
2itmaada,اِتْمَادَى,اتمادى
yitmaada,يِتْمَادَى,يتمادى
tmaada,تْمَادَى,تمادى
2immadhdhir,مْمَذِّر,ممذر
2immadhdhir,مْمَذِّر,ممذر
madhdhaagha,مَذَّاغَة,مذاغة
2imra2a,اِمْرَأَة,امرأة
mara,مَرَة,مرة
shabb 2iqsha3iini yaa mara,شَبّ اِقْشَعِينِي يَا مَرَة,شب اقشعيني يا مرة
2imra2a,اِمْرَأَة,امرأة
maraatii,مَرَاتِي,مراتي
murtabaan,مُرْتَبَان,مرتبان
martiine,مَرْتِينِة,مرتينة
martadilla,مَرْتَدَيلَّا,مرتديلا
marj,مَرْج,مرج
marij,مَرِج,مرج
tamriij,تَمْرِيج,تمريج
mruuj,مْرُوج,مروج
mruuje,مْرُوجِة,مروجة
bukra biduub 2ittalj wubibaan 2ilmarj,بكرة بيذوب الثلج وبيبَان المرج,بكرة بيذوب الثلج وبيبان المرج
2umruj,اُمْرُج,امرج
marrij,مَرِّج,مرج
yumruj,يُمْرُج,يمرج
ymarrij,يمَرِّج,يمرج
maraj,مَرَج,مرج
marraj,مَرَّج,مرج
miri7,مِرِح,مرح
mara7,مَرَح,مرح
mraa7,مْرَاح,مراح
mari7,مَرِح,مرح
2imra7,اِمْرَح,امرح
2imra7,اِمْرَح,امرح
yimra7,يِمْرَح,يمرح
yimra7,يِمْرَح,يمرح
miri7,مِرِح,مرح
mara7,مَرَح,مرح
mitmarrid,مِتْمَرِّد,متمرد
tamarrud,تَمَرُّد,تمرد
2itmarrad,اِتْمَرَّد,اتمرد
yitmarrad,يِتْمَرَّد,يتمرد
tmarrad,تْمَرَّد,تمرد
mardi7,مَرْدِح,مردح
ymardi7,يمَرْدِح,يمردح
marda7,مَرْدَح,مردح
mirdaa7i,مِرْدَاحِي,مرداحي
sirdaa7i mirdaa7i,سردَاحي مِرْدَاحِي,سرداحي مرداحي
marda7a,مَرْدَحَة,مردحة
tmirdi7,تْمِرْدِح,تمردح
2immardigh,مْمَرْدِغ,ممردغ
mardagha,مَرْدَغَة,مردغة
mardigh,مَرْدِغ,مردغ
2itmardagh,اِتْمَرْدَغ,اتمردغ
ymardigh,يمَرْدِغ,يمردغ
yitmardagh,يِتْمَرْدَغ,يتمردغ
mardagh,مَرْدَغ,مردغ
tmardagh,تْمَرْدَغ,تمردغ
mardif,مَرْدِف,مردف
ymardif,يمَرْدِف,يمردف
mardaf,مَرْدَف,مردف
mariir,مَرِير,مرير
murr,مُرّ,مر
mustamirr,مُسْتَمِرّ,مستمر
marra,مَرَّة,مرة
2imraar,إِمْرَار,إمرار
maraara,مَرَارَة,مرارة
mamar,مَمَر,ممر
muruur,مُرُور,مرور
maraar,مَرَار,مرار
tamriir,تَمْرِير,تمرير
2istimraar,اِسْتِمْرَار,استمرار
muruur 2ilkiraam,مُرُور الكِرَام,مرور الكرام
2ishaarit muruur,اِشَارِة مُرُور,اشارة مرور
faqa3 maraarti,فقع مرَارتي,فقع مرارتي
2i7zar 3aduuwak marra wsa7bak miit marra,اِحذر عدوك مَرَّة وصَاحبك مية مرة,احذر عدوك مرة وصاحبك مية مرة
2itmarrar,اِتْمَرَّر,اتمرر
yitmarrar,يِتْمَرَّر,يتمرر
tmarrar,تْمَرَّر,تمرر
murr,مُرّ,مر
marrir,مَرِّر,مرر
2istimirr,اِسْتِمِرّ,استمر
marrir,مَرِّر,مرر
ymurr,يمُرّ,يمر
ymarrir,يْمَرِّر,يمرر
ymarrir,يْمَرِّر,يمرر
yistimirr,يِسْتِمِرّ,يستمر
marr,مَرّ,مر
marrar,مَرَّر,مرر
marrar,مَرَّر,مرر
2istamarr,اِسْتَمَرّ,استمر
mutamirris,مُتَمَرِّس,متمرس
mamruus,مَمْرُوس,ممروس
marase,مَرَسِة,مرسة
mumaarase,مُمَارَسِة,ممارسة
maras,مَرَس,مرس
maris,مَرِس,مرس
2amraas,أَمْرَاس,أمراس
maalak 2ibturkud wub2iidak maras qaal nsiib nsiibna shaariilo faras,مَالك بتركض وبَايدك مرس قَال نسيب نسيبنَا شَاريله فرس,مالك بتركض وبايدك مرس قال نسيب نسيبنا شاريله فرس
